content,score
"kesel terus pake grab buat pesen makanan. pengemudinya double orderan terus, jadi pas datang makanan nya udah dingin gra gra nganterin dulu ke yang lain. maps nya diberhentikan seolah olah sudah sampai tujuan. udah beberapa kali nih kaya gini. aneh banget",2
"kurang responsif untuk pelayanan di wilayah kab.blitar ( Kesamben,siraman,dan Selorejo), sudah taat aturan masih aja di undur waktu sampai 15-25menit lagi, tolong di perbaiki system nya, kalau emang gak ada driver konfirmasi sejak awal",1
"sistem pengiriman double dengan pesanan lain, apabila tenant pesanan satunya mengalami keterlambatan maka costumer lain terdampak sampai dengan 45 menit keterlambatan, mohon di evaliasi terkait sistemnya",1
"Sekarang yg harus diamankan sistem panggil Grab, kendaraan/mobil yg sudah yg sdh diutus n disetujui bisa tidak sesuai ketika tiba di pemesan. Ada juga yg melaporkan sudah tiba dipemesan, ternyata tidak pernah hadir, sehingga pesan lagi ke layanan yg lain (kompetitor).",5
"peta aplikasi tidak sesuai dengan titik sebenarnya, kita sebagai toko yang alamat tidak sesuai sangat di rugikan karena sering kali pelanggan yang pakai aplikasi ini salah alamat, sudah mengajukan laman opsi ""perbarui tempat"" bahkan ""menambah tempat baru"" di peta grab tapi tidak ada respon sama sekali dari tanggal 8 Desember 2024 sampe sekarang 13 juli 2025 ya akhirnya semua pelanggan tidak kita arahkan menggunakan aplikasi ini",1
"bagus, seperti aplikasi lain masih pakai titik jemput/antar, sehingga masih menyulitkan bagi yang tidak tahu wilayah, tapi lebih jelas. kalau bisa dapat menulis alamat dan google map.",4
"kenapa ya setiap saya mau mesen makanan selalu lambat dan berakhir ga dianterin?? demi Allah saya muak banget soalnya udah berkali-kali, tmn² saya lagi laper²nya malah dicancel dari sana nya. tolong dong diperbaiki lagi hadehh kecewa berat",2
"jujur aplikasinya berguna, tapi tiap iklan pasti videonya patah patah, jadi lama iklannya, ga tau ini teknik marketing atau emang kaya gitu, pokonya iklannya patah patah + ganggu bgt, apalagi pas lagi urgent",2
"tolong dibaca! keluhan dari pertama grab muncul sampai sekarang tidak ditanggapi. Perbaikan di sisi pemilihan lokasi yang berbelit, tidak bisa ambil sharelokasi langsung dari tautan media sosial lain seperti whatsap atau facebook. Tolong dipermudah fitur yang mendukung lokasi akurat. Saya selaku konsumen berterima kasih bila ini terwujud",1
"uda lama dan baru banget terjadi lagi. pas pesan grabcar, sopirnya bilang ditunggu ya, trus pas uda mau sampai kami dah mau keluar. malah langsung dicancel, padahal krg dari 1 menit lg dia sampai. tolol parah. dari awal aja cancelin jgn pas uda dekat dasar sopir oon!! ini berlaku buat grab bike juga, beberapa pas udah sampai langsung cancel, ga ngerti motifnya apa!",2
"Pelayanan nya sudah bagus, tapi tolong lah diperbaiki titik letak rumah, saya tulis alamat saya, titiknya lain gak sesuai, pernah driver nya merepet titik nya gak sama, sampai kelewatan. Sudah di kasih patokan pun drivernya masih ngikutin titik di mapsnya.",5
"saran saya coba cari mitra yg emang niat narik, pilihin lagi yg rajin supaya gacor orderannya. ada fitur grabcar hemat percuma, order grabcar xl dan grabcar plus aja masih ga dapat driver. selalu driver ngeluh gak mau ambil orderan karna gak sesuai harga, akhirnya fitur² hemat, standar, xl suka dimatikan.",1
"Saran saya pada menu dashboard gunakan bahasa sesuai negaranya jangan gunakan bahasa Inggris, saya sudah mengubah ke pengaturan bahasa Indonesia tapi pada bagian dashboard dan sebagainya masih ada penggunaan bahasa inggris. Tidak semua orang Indonesia berbahasa Inggris apalagi orang tua.",4
"udah nunggu lama tapi driver tidak jemput, malah jalan terus ke arah lain. di chat tidak balas. mungkin biar kita yang cancel, karna kalo dia yang cancel kan bisa kena suspen. dari awal pake apk ini udah 3x dapet driver yang kaya gitu",1
"bisa"" nya orderan saya di batalin driver udah nunggu lama... kenapa gak automatis dari aplikasi di carikan driver... malah di suruh pesan ulang.. order dari jam 7 malam sampi jam 10 malam belom dapat makanan...",1
"Grab belakangan tdk profesional drivernya...saya order car sdh hampir tiba di tujuan tau² di cancel sm drivernya...kejadiannya sudah beberapa kali bukan hanya sekali , jd BUANG2 waktu",1
"Saya mendapati beberapa driver (sepertinya dengan sengaja) tidak melakukan perjalanan/tidak bergerak sama sekali setelah menerima order. Kebiasaan ini seringkali dilakukan oleh driver yang sama dan saya menemukan driver-driver ini berkumpul di satu titik (terutama pada pagi hari), kumpulan driver ini hanya menerima order dan kemudian tidak bergerak sama sekali. Dimohon perbaikan pelayanan bagi kondisi ini, terimakasih",3
ini kenapa sekarang berubah pembayaran defaultnya jadi qris yah. ini sangat menyusahkan untuk orang tua yang gaptek dan tidak punya qris sama sekali tidak ada pengaturan atur cash untuk pembayatan utama jg di appnya haruskah saya unistal dan ganti gojek untuk ibu saya ?,1
"what the hell, ada iklan sekarang, hoy Marketing dan Budgeting GRAB yang terhormat, gw itu bayar jasa grab, gw gk butuh iklan lu. kalau gw gratis lu kasih iklan ya gpp. Ini gw bayar, bayar jasa aplikasi dan Jasa antar. Aplikasi lu bukan lah tempat iklan.",1
"harga sudah sesuai dengan saya yg kaum mendang mending, kendaraan dan pengemudinya juga good, tpi knp hrs verifikasi wajah dan kartu debit/kredit, tolong diperbaiki secepatnya karna bener² mengganggu pd saat sedang buru²",2
sumpah aku tadi mau nge grab mau ke stasiun karnaa udh urgent banget malah grabnya suruh update tapi malah ga bisa bisa update nya lama bangett bener bener lama banget sampe aku ketinggalan kereta gara gara harus update grab dulu,3
"aku pesen grabcar lama banget dapet driver, giliran dapet dicancel sama drivernya mungkin kejauhan dr titik jemput. coba pesen lagi tetep gak dapet, akhirnya aku cancel trs pindah pesen aplikasi sebelah. langsung dapet, dan pas aku udah naik mobil dr aplikasi sebelah, aku dpt call dari driver grab. ternyata pesanku yg kedua dan udah ku cancel itu dapet driver. maksudnya kenapa bisa udah dicancel malah dapet driver. kan kasian si drivernyaaaaa yaampun",1
"mohon di perbaiki lagi ,,,lebih baik hapus tawar beta karena banyak orderan yang iseng2 aja ,,kasian untuk ke driver nya terlalu srring yang pesan order yang iseng2 ,,,apk di buat kacau sama orang yang tidak bertanggung jawab ,,sekali lagi mohon d tingkatkan lagi",1
"aneh banget grabfood saya diskon'a hilang semua, padahal setiap hari beli makan di grab kemarin tgl 27 Juli tiba² hilang semua dikon² seperti yg 35%, 50%, dan 70% ga tau knp tiba² hilang langsung tanpa diskon semua berubah dari resto'a.. tolong lah balikin lagi biar saya bisa langganan trs pake grabfood'a..",5
"aplikasi grab ini gimana ya. saya tidak pesan grab hanya ngecek saja tiba"" muncul kalau saya pesan. itu sampai 2x. dan bpak grab.nya jadi marah maeah ke saya. dalam posisi saya agak panik saya bilang saja kalau itu kepencet anak saya. padahal tidak sama sekali mencet pesan.",1
"males banget sm aplikasi ini, udah cari drivernya laaaaamaaaa, eh pas dapat malah Nerima double order yg bikin orderan ku makin molooor lagi, ga nanggung juga keterlambatannya hampir SE jam.",1
setiap buka aplikasi lain muncul iklan ini aplikasi ganggu banget. klo orang dah instal ga usah munculin iklan2 ngeganggu. bikin org jadi uninstal.,1
"ini aplikasi aneh bgt, masa pesenan bisa2 nya baru masuk di resto 1,5 jam kemudian (saya waktu akhirnya ambil sendiri lgsg direstonya karena buru2 mau kebandara dan kata restonya blm masuk baru masuk beberapa puluh menit kemudian). blm lg abis tu nunggu driver setelah 1,5 jam kemudian itu, blm lg double order drivernya. sekali pesen alhasil bisa sampe 2an jam. gila keburu ga laper lg. perbaikin lah sistem pesanan food lo, bikin males order! dan malem ini keulang lg gue pesen naspad nunggu 3 jam!",1
"aku di LN,tepat nya di Taiwan, sangat terbantu dgn aplikasi ini,jd bisa orderin makanan, kebutuhan dll buat org tersayang,tp yg bikin Gedeg tiap kali buka aplikasi mesti error dn harus install ulang,sumpah Gedeg bgt buang waktu jd gk sat set,sorry ya kasi bintang 3 dlu biar di perbaiki",3
"grab ini sangat amat bisa membantu kita. di sat kita mau bepergian tapi tidak ada transportasi, kita bisa menggunakan grab ini, dan kita juga bisa membeli makanan lewat aplikasi grab ini. jujur aplikasi ini sangat membantu kehidupan sehari hari, apalagi driver nya yang ramah dan tepat waktu",5
"Lapor di pusat bantuan dan ig hasilnya sama aja,, gak ada penyelesaian dan tindK lanjut,, udh 2 minggu gak selesai2 pengembalian dananya,, pikir2 deh kl mau beli paket dineout di GRAB!!",1
"aku beli akhir² ini grab nya salah nganterrr tapi tetep dapet harga samaa masakk aku pesen pancong 2 sama es coklat yang Dateng ayam geprek,,, diperhatiin donggg Jan bikin kecewa padahal udah langganan lohhhhhhhhh",1
untuk grab food tolong resto untuk membuka room chat ketika pesanan sudah masuk karena terkadang ada pesanan yang kurang sesuai supaya lebih mudah berkomunikasi,2
"Makasih GrabFood! Kemarin aku pesan Mixue, dimsum, sama mie goreng hemat terus dapet cashback yang lumayan banget. Senang banget sih karena aplikasinya gampang dipakai, proses pesannya cepat, dan promonya sering bikin hemat. Pelayanannya juga sejauh ini oke, drivernya ramah, dan makanannya sampai dengan aman. Semoga ke depannya promonya makin banyak dan makin rame pilihannya. Pokoknya puas banget pakai GrabFood! 💚",5
"gausah ada verifikasi wajah/selfie deh setiap mau pesen kendaraan, maless banget kalo ada ginian. Sebelumnya ini ga pernah loh, tiba"" aja tadi muncul pas mau dipake",1
aplikasi ini sekarang tidak bersahabat lagi dengan tunanetra. aplikasi ini tidak kompatibel dengan pembaca layar TalkBack sangat berat digunakan dan tidak akses terutama daftar makanan tidak dibacakan Jadi kami tidak bisa melakukan pemesanan harapannya pengembang bisa memperbaiki dan membuat aplikasi ini aksesibel bagi tunanetra yang menggunakan pembaca layar TalkBack,1
jangan salahkan driver meski yang salah pelanggan maupun warungnya atau ulasan atau laporan karena driver menjalankan sesuai kode etik jangan utamakan pelanggan dan warung meski yg salah mereka. tapi driver menjalankan sesuai kode etik mski kadang kesal tapi kesalahan yg di buat pelanggan dan warung ujung-ujungnya driver yang selalu serba salah,3
terimakasih atas upgrade aplikasi GrabID dan pembaharuan harga grab bike grabcar dll sudah dimurahin tolong ditingkatkan lagi pengurangan harga dari rumah sampai tempat tujuan yang diinginkan serta pesan makanan dll di aplikasi,5
"susah banget mau hubungi customer service,ga selamanya pake AI itu mempermudah yg ada masih ribet dan Alhasil duit gw belom balik gara gara di cancel seller",1
tolong dong kalo pas update setidaknya aplikasinya masih bisa di gunakan juga jgn samsek nggak bisa digunakan orang lagi butuh urgent malah nggak bisa dipake,3
"SUka KESEL pas lagi buru2 dapet driver yg jauh,,,dan sering terjadi memang orderan di ksh ke driver yg posisi nya jauh,,,,padahal driver yg dkt banyak... dan terlihat di apk... AAARRRRGGGG",3
"ADAINN FITUR BLOCK DRIVER trus aneh banget, ada voucher diskon 10k tanpa min pembelian tapi harus make mastercard dkk, gue udh make mastercard tapi vouchernya masih ga bisa di pake, aneh banget, ga sekali dua kali kek gini. jadi males make grab lagi😮‍💨",3
"fiturnya harus di tambah sperti untuk pemesanan grabbike seharusnya bisa pemesanan 2x kya gojek tanpa harus menunggu aktifitas selsai terlebih dahulu, mempermudah agar pemesanan untuk ank sekolah atau klo bpergian yg memperlukan 2 motor bisa skligus pemesanan 2x..",5
"kode promo nya tidak bisa di gunakan, ongkir di luar nurul. biasanya gratis ongkir ini ongkir nya gak kira2 seharga separuh roti tawar. tolong di perbaiki lagi",1
"ongkir ada yg hemat banget tapi lamanya kebangetan, padahal deket aja tuh resto.. mau milih yg mahal, tapi restonya deket. kasian lagi driver dptnya tetap sgtu aja. parahh",1
"aplikasi apa ini ga bisa dipakai susah cari driver, kita"" lagi buru"" dikejar waktu. aplikasinya tolong diperbaiki kalo ngasih harga yg masuk akal biar para driver ga males nganternya.",1
"Kenapa akhir"" ini setiap saya buka aplikasi grab selalu saja ada tulisan ""akun anda ditangguhkan"",saya jadi bingung apa kesalahan saya?padahal saya langganan grab tiap hari jadi susah mau beli makanan dsb,tolong pihak grab agar masalah saya mohon agar segera di atasi.",5
"Aplikasinya sangat bermanfaat dan mudah digunakan! Desainnya sederhana tapi fungsional, performanya juga stabil tanpa banyak bug. Cocok banget buat kebutuhan sehari-hari. Terima kasih tim developer, terus pertahankan kualitasnya!",5
"overall bagus, cuman pemilihan kendaraannya disesuaikan dengan jarak lah, terutama kereta. terus jam' pergi sekolah pun lama nyari nya, tolong di tingkatkan lagi ya.",2
"driver suka cancel mendadak ketika jarak sudah dekat, ini merugikan waktu menunggu penumpang juga, jika tidak mau ambil seharusnya bilang dari awal. mohon tidak lanjut nya dari pihak grab agar diberikan alternatif lain jika memang dari driver jarak terlalu jauh.",2
"banyak driver tolol gak sih, di aplikasinya aturan lalu lintas harus diperketat, yang ngelanggar aturan lalu lintas kalo bisa akunnya langsung di suspend ya, udah sering banget gw hampir kecelakaan gara gara driver yang tiba tiba pelan di jalur cepat/kanan untung aja gw masih bisa belok kiri dengan cepat, dan paling banyak itu dari driver mau itu Maxim,gojek,grab banyak banget yang main naik-naik trotoar aja, dan lawan arah",1
grab aplikasi ter anjjjjj. gak jelas banget lelet minta pusat bantuan aja gak bisa ditanganiiii. apalagi tidak bisa dibatalkan padahal tidak ada driverrr. aneh,1
"A-89XPBX6GWCPDAV pengemudi mnyepelekan pesanan,saya pesan 0:15 estimasi tiba 01:15 lalu molor ke 01:20 ,tidak lama kemudian dibatalkan karena toko tutup ,nahan laper satu jam lebih malah dibatalkan mentang² pake pengantaran yang lambat (50 mnt) harus disepelekan smpe bengini,tolong min klo meng SOP pengemudi yg bener,Terima kasih",1
ok sih . cuman maps suka loncat dari titik penjemputan . kalo soal drivernya sejauh ini ok semua . atribut lengkap dan sangat membantu di perjalanan karna mereka pada tau jalan .,5
"untuk pembelian food susah banget ngehubungin resto kalau misalnya ada kurang atau pesan khusus yang kelupaan dicatat dinote, kembangkan lagi fiturnya dibagian tersebut",1
"untuk grab bike, grab car emang udah baik tapi kalo pesen makanan pasti tulisan nya terlambat dan waktu nya mundur terus, dari jam 7 malam mundur mundur sampe jam set 9 malam",3
skrg tiap grabfood sangat jelek kualitas makanan ya. krn ambil hemat makanan pun dingin. jadi sangat tidak rekomendasi dan lebih baik datang ke resto langsung,1
aplikasi grab nya si bagus. tapi sayang driver skrg mau standard atau hemat pada matiin AC. klo hemat okelah. standard pun sama matiin AC. berasa naik angkot jadinya. klo minta nyalain AC malah galakan dia.,3
"saya rasa car hemat sangat bagus bagi penumpang yang ingin rute jarak jauh namun jika rute jarak dekat sebaiknya tidak usah,jadi saran saja grab hemat khusus rute diatas 10kilometer sedangkan di bawah 10 kilometer sebaiknya di tiadakan layanan hemat car atau bike,jika grab melakukan ini sangat bagus dan driver yang mengeluh sudah sangat keterlaluan",5
"Aplikasi aneh, apalagi kalau soal promo/voucher, udh jelas"" ada terpampang voucher potongan segini pas mau co eh hilang gk ada pdhl balik lagi di halaman utama ada 😆 kocak sih ini aplikasi",2
"terlalu murah si harganya menurutku, emg sebagai cs kita seneng harganya murah tapi kasian sama drivernya yg nerima uangnya apalagi klo udh dpt yg udh tua, menurutku harganya harus sama2 menguntungkan untuk driver ny juga 🙏",1
